date,mean,std,ci_hi_95,ci_low_95,aor,var,sim_type,runtime_stamp,description,forecast_start,agency,criminality
2022-12-21 00:00:00,5.766435043568885,1.5722088681567032,7.718590192815751,3.8142798943220173,USA,cbp_crim,full_fact,2,25%-forecast,2022-12-20 00:00:00,cbp,crim
2022-12-21 00:00:00,4.258107432238824,1.6154022348702044,5.608617497437706,2.907597367039939,USA,cbp_other,full_fact,2,25%-forecast,2022-12-20 00:00:00,cbp,other
2022-12-21 00:00:00,3.7751157840444174,2.351294415591142,6.242647943654161,1.3075836244346744,USA,bookin_rate,full_fact,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,4.6056929888906515,2.5305924380837035,8.632430266269838,0.5789557115114654,USA,arrival_time,full_fact,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,3.625145200032248,0.972168950984534,4.524251520997104,2.7260388790673904,USA,releases_dt,full_fact,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,0,0,0,0,USA,overflow_dt,full_fact,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,2.8190302351115797,0.9680979061987818,3.6283803388796785,2.00968013134348,USA,alos_rate,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,3.924093321065657,1.7226222154710928,5.2482179718226245,2.59996867030869,USA,population,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,4.219496307313388,1.884510001526579,5.6680589260980225,2.770933688528756,USA,releases,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,3.8400149270309907,1.6165565251066263,5.3350803561916385,2.344949497870341,USA,beds_in_use,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,5.062668658485027,2.189921635527883,7.08800837225268,3.037328944717374,USA,los,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,0,0,0,0,USA,overflow,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,5.268431442388752,2.1669106505658178,7.080014081564023,3.4568488032134788,USA,ice_pend,alos_span,2,25%-forecast,2022-12-20 00:00:00,ice,pend
2022-12-21 00:00:00,5.8595209117588976,2.2359353674887226,7.4590127181960115,4.260029105321784,USA,ice_crim,alos_span,2,25%-forecast,2022-12-20 00:00:00,ice,crim
2022-12-21 00:00:00,5.22640693646009,2.64922438907817,7.44121395182113,3.011599921099048,USA,ice_other,alos_span,2,25%-forecast,2022-12-20 00:00:00,ice,other
2022-12-21 00:00:00,3.3437003874625892,1.015013610635473,4.192273001692758,2.4951277732324195,USA,cbp_pend,alos_span,2,25%-forecast,2022-12-20 00:00:00,cbp,pend
2022-12-21 00:00:00,4.762498351860116,1.4887129709286422,5.90682444089129,3.6181722628289386,USA,cbp_crim,alos_span,2,25%-forecast,2022-12-20 00:00:00,cbp,crim
2022-12-21 00:00:00,4.522777048559343,1.9401508792977267,5.91067737869003,3.134876718428657,USA,cbp_other,alos_span,2,25%-forecast,2022-12-20 00:00:00,cbp,other
2022-12-21 00:00:00,3.545975594944931,1.4069742275202486,4.6274717238740575,2.4644794660158045,USA,bookin_rate,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,4.377288370108201,1.415075418350303,6.134336571816903,2.6202401683995005,USA,arrival_time,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,3.885160061677765,1.0821067377552358,5.02076143844969,2.7495586849058444,USA,releases_dt,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,0,0,0,0,USA,overflow_dt,alos_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,3.7445727700483844,1.2994159436996229,4.946332080875655,2.5428134592211125,USA,alos_rate,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,4.291928038597475,1.649623715045917,6.340206416153135,2.2436496610418133,USA,population,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,4.223280505017041,3.24505814965384,6.936217010032646,1.5103440000014312,USA,releases,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,4.383316734571773,1.2026447130335518,5.8765973773756315,2.890036091767915,USA,beds_in_use,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,5.178174814792271,2.2000243158613295,10.64333818459112,-0.28698855500657583,USA,los,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,0,0,0,0,USA,overflow,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,3.6754462712922673,2.0399742472031956,5.134755937031381,2.2161366055531535,USA,ice_pend,bi_span,2,25%-forecast,2022-12-20 00:00:00,ice,pend
2022-12-21 00:00:00,4.674084449231617,2.806480500896166,7.020360864126642,2.3278080343365897,USA,ice_crim,bi_span,2,25%-forecast,2022-12-20 00:00:00,ice,crim
2022-12-21 00:00:00,4.5458797237976905,1.3035051832195488,5.913824519857431,3.1779349277379536,USA,ice_other,bi_span,2,25%-forecast,2022-12-20 00:00:00,ice,other
2022-12-21 00:00:00,3.9140796371898383,1.2457963184328373,5.460940074882684,2.36721919949699,USA,cbp_pend,bi_span,2,25%-forecast,2022-12-20 00:00:00,cbp,pend
2022-12-21 00:00:00,3.4487430592211425,1.5772407476059256,4.907447458718451,1.9900386597238344,USA,cbp_crim,bi_span,2,25%-forecast,2022-12-20 00:00:00,cbp,crim
2022-12-21 00:00:00,4.534375261141559,2.0487885519984625,6.247205354607716,2.821545167675402,USA,cbp_other,bi_span,2,25%-forecast,2022-12-20 00:00:00,cbp,other
2022-12-21 00:00:00,5.241756762813979,2.589814586641869,7.232464478216716,3.251049047411239,USA,bookin_rate,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,6.201116988927673,2.471272093398656,10.133462360421314,2.2687716174340298,USA,arrival_time,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,3.755937792212453,1.118017214914161,4.929224903560622,2.582650680864285,USA,releases_dt,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-21 00:00:00,0,0,0,0,USA,overflow_dt,bi_span,2,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.0686345755818385,1.7289012067459817,5.66760150590279,2.4696676452608886,USA,alos_rate,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.700117420165864,1.401902381964732,5.777714983486947,3.622519856844786,USA,population,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,5.08747922959925,1.9779981143043406,7.163260946397279,3.011697512801226,USA,releases,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.0823441999032966,0.7081388612110241,4.73726341491309,3.4274249848935012,USA,beds_in_use,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.396600065738324,2.1629080179931237,6.396956350182265,2.3962437812943826,USA,los,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,0,0,0,0,USA,overflow,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.243594194761094,1.608270081836805,5.931370137219069,2.555818252303121,USA,ice_pend,full_fact,3,25%-forecast,2022-12-20 00:00:00,ice,pend
2022-12-22 00:00:00,4.692031768043757,1.72024799501341,6.49732132347044,2.8867422126170768,USA,ice_crim,full_fact,3,25%-forecast,2022-12-20 00:00:00,ice,crim
2022-12-22 00:00:00,4.421908718795538,1.8258226389633208,5.948334644154045,2.895482793437031,USA,ice_other,full_fact,3,25%-forecast,2022-12-20 00:00:00,ice,other
2022-12-22 00:00:00,5.3315402570013,1.924693658388583,6.810990768749736,3.852089745252865,USA,cbp_pend,full_fact,3,25%-forecast,2022-12-20 00:00:00,cbp,pend
2022-12-22 00:00:00,3.3566272571968234,1.4794153012511015,4.593449400821866,2.11980511357178,USA,cbp_crim,full_fact,3,25%-forecast,2022-12-20 00:00:00,cbp,crim
2022-12-22 00:00:00,3.9129834143837443,1.2277218002999304,4.939384525375378,2.8865823033921068,USA,cbp_other,full_fact,3,25%-forecast,2022-12-20 00:00:00,cbp,other
2022-12-22 00:00:00,4.121673478422986,1.179171913648268,5.1074858684310795,3.1358610884148908,USA,bookin_rate,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,5.22267989809618,1.4899285737339911,6.468291357471712,3.9770684387206465,USA,arrival_time,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.8503629096023495,2.6945729422944074,7.103082264217802,2.597643554986894,USA,releases_dt,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,0,0,0,0,USA,overflow_dt,full_fact,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.9876448961889785,1.672432696434005,6.385833620425396,3.5894561719525573,USA,alos_rate,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,3.380703208283729,1.2313253206496062,4.410116937679213,2.3512894788882464,USA,population,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.098933191440807,1.90973263530091,5.5668836428202235,2.630982740061392,USA,releases,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.413028816938165,1.3502693779838448,5.541882266768595,3.284175367107733,USA,beds_in_use,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,3.8732768234237307,1.4088098032785092,5.351732040819051,2.394821606028413,USA,los,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,0,0,0,0,USA,overflow,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,3.583133611278368,2.0003269369665615,5.25544878068189,1.9108184418748453,USA,ice_pend,alos_span,3,25%-forecast,2022-12-20 00:00:00,ice,pend
2022-12-22 00:00:00,4.996501057211176,2.754371819265868,8.416505382860606,1.576496731561742,USA,ice_crim,alos_span,3,25%-forecast,2022-12-20 00:00:00,ice,crim
2022-12-22 00:00:00,4.078140559453652,2.2821765567265664,5.832376751812808,2.3239043670944963,USA,ice_other,alos_span,3,25%-forecast,2022-12-20 00:00:00,ice,other
2022-12-22 00:00:00,4.405153569419801,1.9669319683330893,5.917071320300259,2.8932358185393436,USA,cbp_pend,alos_span,3,25%-forecast,2022-12-20 00:00:00,cbp,pend
2022-12-22 00:00:00,5.0218707275205965,2.855088750152551,8.018102616996767,2.0256388380444283,USA,cbp_crim,alos_span,3,25%-forecast,2022-12-20 00:00:00,cbp,crim
2022-12-22 00:00:00,3.207570075579917,1.0367610816107709,4.166414153929251,2.248725997230583,USA,cbp_other,alos_span,3,25%-forecast,2022-12-20 00:00:00,cbp,other
2022-12-22 00:00:00,4.155150626598773,1.9542097378946603,5.788910852731222,2.5213904004663217,USA,bookin_rate,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,3.7488709711613173,1.2250940122088405,5.034528289796441,2.4632136525261945,USA,arrival_time,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,5.844893017979493,1.681656694950773,7.609683487730524,4.0801025482284645,USA,releases_dt,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,0,0,0,0,USA,overflow_dt,alos_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.265908809449022,2.0974829352870135,6.205756984318862,2.3260606345791843,USA,alos_rate,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,3.772612713773602,1.2021241261824112,5.034164615368242,2.5110608121789633,USA,population,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,3.3744251173522937,2.545857789521114,6.046139015782562,0.7027112189220288,USA,releases,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.588690990051471,1.8935814831317648,5.943277581027953,3.234104399074989,USA,beds_in_use,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.215364886723884,1.1551124736049452,5.283665746766552,3.1470640266812153,USA,los,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,0,0,0,0,USA,overflow,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.586801319211623,1.3880743000103994,5.747260474796833,3.426342163626411,USA,ice_pend,bi_span,3,25%-forecast,2022-12-20 00:00:00,ice,pend
2022-12-22 00:00:00,5.844547223126977,1.6448145571254307,7.365746973056051,4.3233474731979005,USA,ice_crim,bi_span,3,25%-forecast,2022-12-20 00:00:00,ice,crim
2022-12-22 00:00:00,3.887515068905969,2.5381563554563935,6.234918182816228,1.5401119549957092,USA,ice_other,bi_span,3,25%-forecast,2022-12-20 00:00:00,ice,other
2022-12-22 00:00:00,4.374540897041826,2.100701239960318,6.317365507305561,2.43171628677809,USA,cbp_pend,bi_span,3,25%-forecast,2022-12-20 00:00:00,cbp,pend
2022-12-22 00:00:00,5.718702887176636,2.286701746666992,7.630433388917445,3.8069723854358264,USA,cbp_crim,bi_span,3,25%-forecast,2022-12-20 00:00:00,cbp,crim
2022-12-22 00:00:00,4.658725973507727,2.3133266506644468,6.313580168826527,3.0038717781889277,USA,cbp_other,bi_span,3,25%-forecast,2022-12-20 00:00:00,cbp,other
2022-12-22 00:00:00,4.033270019302367,2.8762480070902545,6.43787352902558,1.6286665095791508,USA,bookin_rate,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,4.675721375395314,1.9028980190711287,6.1384182756785926,3.213024475112034,USA,arrival_time,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,3.8625396196634227,1.4782857182107707,4.998850612732522,2.726228626594324,USA,releases_dt,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-22 00:00:00,0,0,0,0,USA,overflow_dt,bi_span,3,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.966805272902973,1.553783807403364,6.403815620985392,3.5297949248205542,USA,alos_rate,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.482715750260294,1.7006690037356735,5.699301066852859,3.26613043366773,USA,population,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.893397639785741,2.6331206094941497,7.656688251533539,2.130107028037945,USA,releases,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.991765505349147,2.6921340349936043,7.481574221515274,2.5019567891830214,USA,beds_in_use,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,5.143290569460973,2.156417785725554,6.946100954101949,3.3404801848199934,USA,los,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,0,0,0,0,USA,overflow,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.378583877230677,2.029420171807042,6.2554844946772885,2.501683259784068,USA,ice_pend,full_fact,4,25%-forecast,2022-12-20 00:00:00,ice,pend
2022-12-23 00:00:00,5.965624494085552,2.317560369660003,8.109010348435993,3.8222386397351116,USA,ice_crim,full_fact,4,25%-forecast,2022-12-20 00:00:00,ice,crim
2022-12-23 00:00:00,6.832716415884496,2.115213415654441,8.458613376997317,5.206819454771672,USA,ice_other,full_fact,4,25%-forecast,2022-12-20 00:00:00,ice,other
2022-12-23 00:00:00,3.970289482816902,2.1339591870503822,5.610595719381936,2.329983246251868,USA,cbp_pend,full_fact,4,25%-forecast,2022-12-20 00:00:00,cbp,pend
2022-12-23 00:00:00,5.819403180501226,2.3129597759461107,7.753085944080143,3.8857204169223065,USA,cbp_crim,full_fact,4,25%-forecast,2022-12-20 00:00:00,cbp,crim
2022-12-23 00:00:00,3.925119662710891,1.1473272721116614,4.807033474018226,3.0432058514035556,USA,cbp_other,full_fact,4,25%-forecast,2022-12-20 00:00:00,cbp,other
2022-12-23 00:00:00,5.113306425964099,1.7160314724347192,6.547944639094563,3.678668212833634,USA,bookin_rate,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.127143127445548,1.8118544579305496,5.641891361223546,2.6123948936675476,USA,arrival_time,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,3.6348426174746944,1.130385731562908,4.821109691006705,2.4485755439426837,USA,releases_dt,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,0,0,0,0,USA,overflow_dt,full_fact,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.533353984640768,1.7141716706248324,6.118698366105376,2.948009603176158,USA,alos_rate,alos_span,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,6.4414762379283195,1.3321959630449118,7.839530160873205,5.043422314983437,USA,population,alos_span,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,3.8078451583551347,1.2815027717502365,4.879208286664796,2.7364820300454715,USA,releases,alos_span,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.132052919728539,1.011225145174557,5.193268627033712,3.070837212423371,USA,beds_in_use,alos_span,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.333995399365001,2.0099142266619126,6.192856026377214,2.475134772352789,USA,los,alos_span,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,0,0,0,0,USA,overflow,alos_span,4,25%-forecast,2022-12-20 00:00:00,,
2022-12-23 00:00:00,4.281872605389607,1.7507704090263185,5.534298308255668,3.0294469025235435,USA,ice_pend,alos_span,4,25%-forecast,2022-12-20 00:00:00,ice,pend
2022-12-23 00:00:00,4.1404685776676144,2.2162522065876105,6.190160008130642,2.090777147204587,USA,ice_crim,alos_span,4,25%-forecast,2022-12-20 00:00:00,ice,crim
